last_name;first_name;IVA;:LABEL;:ID
Pepe;Viridiana;IT41720180359;Lawyer;619843
Traversa;Nicolò;IT40464299995;Lawyer;619846
Mondaini;Melissa;IT72002480522;Lawyer;619849
Carullo;Cesare;IT45112890665;Lawyer;619852
Alonzi;Melina;IT26234820343;Lawyer;619855
Renault;Vincenzo;IT27681730787;Lawyer;619858
Campano;Dina;IT75534820404;Lawyer;619861
Parpinel;Diana;IT46066500193;Lawyer;619864
Sinisi;Toni;IT16598530471;Lawyer;619867
Montecchi;Pasquale;IT37121840062;Lawyer;619870
Federico;Dante;IT89410160280;Lawyer;619873
Galilei;Ferdinando;IT45536760882;Lawyer;619876
Barberini;Carlo;IT28842100415;Lawyer;619879
Spinelli;Luciano;IT06429570366;Lawyer;619882
Antonacci;Marcella;IT56022050761;Lawyer;619885
Valier;Michelotto;IT25543550708;Lawyer;619888
Gatto;Arnaldo;IT63398450575;Lawyer;619891
Carfagna;Giacobbe;IT08041810667;Lawyer;619894
Mazzocchi;Dionigi;IT03003550831;Lawyer;619897
Florio;Ivo;IT81010480010;Lawyer;619900
Pignatti;Stefano;IT57635600596;Lawyer;619903
Gioberti;Arsenio;IT80533320125;Lawyer;619906
Mimun;Manuel;IT24987980331;Lawyer;619909
Bixio;Martina;IT67896590741;Lawyer;619912
Borzomì;Gelsomina;IT46406090806;Lawyer;619915
Meucci;Ermes;IT43690910310;Lawyer;619918
Tremonti;Amleto;IT12077270432;Lawyer;619921
Liverotti;Romina;IT22968380711;Lawyer;619924
Fittipaldi;Alfio;IT49982390541;Lawyer;619927
Faranda;Ignazio;IT02548640347;Lawyer;619930
Faggiani;Amico;IT92826970367;Lawyer;619933
Gibilisco;Niccolò;IT86455790344;Lawyer;619936
Tomasini;Marisa;IT81856920509;Lawyer;619939
Longhena;Nicolò;IT58965030685;Lawyer;619942
Tornatore;Hugo;IT51674870798;Lawyer;619945
Andreozzi;Gianluigi;IT36183030356;Lawyer;619948
Granatelli;Federigo;IT53016390147;Lawyer;619951
Aporti;Coriolano;IT94978150137;Lawyer;619954
Toso;Mauro;IT79972590560;Lawyer;619957
Nitti;Federico;IT74675680537;Lawyer;619960
Nonis;Ranieri;IT32880920585;Lawyer;619963
Briccialdi;Stefano;IT01556980157;Lawyer;619966
Lollobrigida;Mario;IT75671750844;Lawyer;619969
Casadei;Osvaldo;IT60882940194;Lawyer;619972
Cammarata;Gioacchino;IT34299600436;Lawyer;619975
Fogazzaro;Antonio;IT24312230618;Lawyer;619978
Federici;Lodovico;IT39691730087;Lawyer;619981
Pincherle;Giacinto;IT71501640354;Lawyer;619984
Scaduto;Clelia;IT58669310060;Lawyer;619987
Grossi;Etta;IT48801420620;Lawyer;619990
Cerquiglini;Raffaele;IT58409690938;Lawyer;619993
Nievo;Cesare;IT77086090584;Lawyer;619996
Varano;Guglielmo;IT97443070715;Lawyer;619999
Malacarne;Niccolò;IT95779800077;Lawyer;620002
Borromini;Roberto;IT86460910267;Lawyer;620005
Cignaroli;Luciano;IT30107520725;Lawyer;620008
Borroni;Santino;IT14363240459;Lawyer;620011
Tomasetti;Sole;IT96442930689;Lawyer;620014
Bova;Salvatore;IT66650930598;Lawyer;620017
Serlupi;Gianna;IT94690090082;Lawyer;620020
Gianinazzi;Aurora;IT32541780469;Lawyer;620023
Boccaccio;Eleanora;IT91568371008;Lawyer;620026
Fiorucci;Carla;IT12181340279;Lawyer;620029
Sagredo;Geronimo;IT01772841209;Lawyer;620032
Balbi;Coriolano;IT95590700050;Lawyer;620035
Tomaselli;Coluccio;IT37271460539;Lawyer;620038
Anguillara;Tina;IT96765280043;Lawyer;620041
Marsili;Gioachino;IT99733780011;Lawyer;620044
Einaudi;Cassandra;IT06429320168;Lawyer;620047
Leonardi;Amanda;IT82020630628;Lawyer;620050
Gadda;Pietro;IT83821590961;Lawyer;620053
Bondumier;Ignazio;IT95642710289;Lawyer;620056
Guinizzelli;Ignazio;IT04373730870;Lawyer;620059
Longhena;Maria;IT28148180293;Lawyer;620062
Saragat;Pomponio;IT99276230457;Lawyer;620065
Bongiorno;Nicolò;IT46137290618;Lawyer;620068
Vigorelli;Loredana;IT12257710140;Lawyer;620071
Oliboni;Chiara;IT19232720300;Lawyer;620074
Orlando;Raimondo;IT24620130526;Lawyer;620077
Malipiero;Pasquale;IT52119680800;Lawyer;620080
Columbo;Ludovica;IT22764280461;Lawyer;620083
Sagnelli;Pomponio;IT10996540455;Lawyer;620086
Tolentino;Giampiero;IT83784870442;Lawyer;620089
Pareto;Ferdinando;IT18210520104;Lawyer;620092
Bixio;Cristina;IT65904710319;Lawyer;620095
Borromini;Aldo;IT27004430602;Lawyer;620098
Romiti;Coluccio;IT76354010555;Lawyer;620101
Odescalchi;Flavia;IT18119560318;Lawyer;620104
Sforza;Uberto;IT87199880821;Lawyer;620107
Briccialdi;Maria;IT99034540254;Lawyer;620110
Simeoni;Marina;IT88564410780;Lawyer;620113
Prodi;Puccio;IT48893660281;Lawyer;620116
Corbo;Rosario;IT80251759991;Lawyer;620119
Piccio;Serena;IT75802630584;Lawyer;620122
Ossola;Pomponio;IT69237650382;Lawyer;620125
Boccioni;Liana;IT82327900088;Lawyer;620128
Guarana;Cecilia;IT35226740419;Lawyer;620131
Morucci;Ennio;IT54422060035;Lawyer;620134
Foscari;Alessandra;IT05183480440;Lawyer;620137
Lanfranchi;Federigo;IT67770760030;Lawyer;620140
Carocci;Greco;IT40302200122;Lawyer;620143
Porcellato;Lando;IT27780430602;Lawyer;620146
Bellucci;Isa;IT43379050578;Lawyer;620149
Piccio;Calcedonio;IT15691380651;Lawyer;620152
Strangio;Goffredo;IT00749200630;Lawyer;620155
Malacarne;Francesco;IT81711690073;Lawyer;620158
Nitti;Salvatore;IT15538800804;Lawyer;620161
Sauro;Pietro;IT14674360251;Lawyer;620164
Solari;Giacobbe;IT75896120880;Lawyer;620167
Comencini;Gioffre;IT72103820196;Lawyer;620170
Rocca;Margherita;IT44526920051;Lawyer;620173
Stucchi;Paola;IT65656020388;Lawyer;620176
Caruso;Luciano;IT00957720386;Lawyer;620179
Carpaccio;Fiorino;IT72450500250;Lawyer;620182
Esposito;Melina;IT57759380462;Lawyer;620185
Marzorati;Paride;IT44183050531;Lawyer;620188
Cafarchia;Francesco;IT51610920566;Lawyer;620191
Giammusso;Rocco;IT49743070895;Lawyer;620194
Bellucci;Emma;IT20429120353;Lawyer;620197
Soprano;Emilio;IT65784860770;Lawyer;620200
Ammaniti;Puccio;IT36052070319;Lawyer;620203
Bonatti;Oreste;IT07235150351;Lawyer;620206
Bataglia;Renzo;IT16006020958;Lawyer;620209
Boaga;Alina;IT21749060154;Lawyer;620212
Badoer;Luciana;IT30751820421;Lawyer;620215
Fagotto;Gionata;IT16230310639;Lawyer;620218
Garrone;Angelina;IT70849610889;Lawyer;620221
Contarini;Marina;IT15543950362;Lawyer;620224
Catalano;Monica;IT58948080047;Lawyer;620227
Stoppani;Michela;IT50051100472;Lawyer;620230
Crispi;Irma;IT93455180484;Lawyer;620233
Papafava;Maura;IT48671920097;Lawyer;620236
Rosmini;Goffredo;IT78132390713;Lawyer;620239
Pacelli;Giovanna;IT55169180084;Lawyer;620242
Gritti;Carla;IT10620820471;Lawyer;620245
Moschino;Piermaria;IT10027130763;Lawyer;620248
Verdi;Donna;IT92930490278;Lawyer;620251
Iacobucci;Letizia;IT44469750796;Lawyer;620254
Micca;Ernesto;IT05223570739;Lawyer;620257
Bompiani;Stefania;IT46314341218;Lawyer;620260
Donati;Giada;IT44431300902;Lawyer;620263
Fermi;Carolina;IT75318010677;Lawyer;620266
Giovine;Vito;IT11948580573;Lawyer;620269
Celentano;Francesca;IT64412010619;Lawyer;620272
Liguori;Viridiana;IT41455570899;Lawyer;620275
Luxardo;Alessandro;IT43383370434;Lawyer;620278
Salgari;Liana;IT21231080496;Lawyer;620281
Jovinelli;Marcella;IT20774660292;Lawyer;620284
Trombetta;Federico;IT39521090348;Lawyer;620287
Cardano;Etta;IT08306580153;Lawyer;620290
Palazzo;Raffaella;IT05825761009;Lawyer;620293
Sanguineti;Baccio;IT01496410463;Lawyer;620296
Tommaseo;Gaetano;IT18664240829;Lawyer;620299
Gremese;Loredana;IT59776970416;Lawyer;620302
Antonacci;Gemma;IT67369420723;Lawyer;620305
Vittadello;Elvira;IT64558950370;Lawyer;620308
Pacelli;Matteo;IT45308870570;Lawyer;620311
Moccia;Paoletta;IT53253580616;Lawyer;620314
Zecchini;Giulio;IT30461600287;Lawyer;620317
Nicolini;Giacobbe;IT02753610597;Lawyer;620320
Cannizzaro;Amalia;IT59484880725;Lawyer;620323
Donarelli;Giuliana;IT48883930017;Lawyer;620326
Conte;Ludovica;IT70927280225;Lawyer;620329
Fantozzi;Pierangelo;IT97650190487;Lawyer;620332
Lancisi;Massimiliano;IT92428500836;Lawyer;620335
Munari;Serena;IT81455550954;Lawyer;620338
Ferrabosco;Lando;IT79958800223;Lawyer;620341
Belletini;Adriano;IT59460840479;Lawyer;620344
Longhena;Luciana;IT20814870265;Lawyer;620347
Cicala;Ippazio;IT98277910448;Lawyer;620350
Tamburi;Filippo;IT37099260780;Lawyer;620353
Liguori;Ottone;IT36027790850;Lawyer;620356
Basso;Raffaellino;IT57569620818;Lawyer;620359
Bongiorno;Delfino;IT03264880604;Lawyer;620362
Balbo;Giulio;IT78973210244;Lawyer;620365
Puccini;Jolanda;IT52765650453;Lawyer;620368
Giovine;Diana;IT61311380051;Lawyer;620371
Farina;Pina;IT39787470416;Lawyer;620374
Tirabassi;Gianluigi;IT13620320989;Lawyer;620377
Vento;Pasqual;IT42882970405;Lawyer;620380
Vidoni;Santino;IT10648250917;Lawyer;620383
Caetani;Michelotto;IT72834660176;Lawyer;620386
Dallapé;Alessandro;IT20393490998;Lawyer;620389
Mengolo;Bettina;IT81186090809;Lawyer;620392
Battaglia;Federico;IT44061390157;Lawyer;620395
Manzoni;Dionigi;IT90071770284;Lawyer;620398
Golgi;Enzio;IT40196640086;Lawyer;620401
Dandolo;Tonia;IT46316410813;Lawyer;620404
Caetani;Piero;IT46986860149;Lawyer;620407
Brunelleschi;Livia;IT37665850998;Lawyer;620410
Tremonti;Gioele;IT24152560736;Lawyer;620413
Paruta;Carolina;IT09490520658;Lawyer;620416
Tanzini;Graziella;IT15917740217;Lawyer;620419
Durante;Gilberto;IT65498650145;Lawyer;620422
Visconti;Sebastiano;IT16025550969;Lawyer;620425
Busoni;Bianca;IT06816710922;Lawyer;620428
Travaglio;Gabriele;IT55600390508;Lawyer;620431
Leone;Marina;IT40422780532;Lawyer;620434
Paltrinieri;Azeglio;IT70257200413;Lawyer;620437
Pedroni;Roman;IT33076600148;Lawyer;620440
Tamburi;Giulio;IT24448800318;Lawyer;620443
Ricciardi;Sergius;IT33402579990;Lawyer;620446
Olivetti;Giacomo;IT52662920280;Lawyer;620449
Pertile;Raffaellino;IT09855080132;Lawyer;620452
Sauro;Ferdinando;IT82612690915;Lawyer;620455
Grifeo;Bianca;IT37744530629;Lawyer;620458
Scarpetta;Susanna;IT70327110873;Lawyer;620461
Gucci;Nino;IT47553331217;Lawyer;620464
Saracino;Giancarlo;IT57043080316;Lawyer;620467
Salvini;Annetta;IT89245330728;Lawyer;620470
Acerbi;Pompeo;IT34284700423;Lawyer;620473
Berlusconi;Graziano;IT84607900457;Lawyer;620476
Gatto;Adele;IT31483730508;Lawyer;620479
Sraffa;Delfino;IT64910280896;Lawyer;620482
Jacuzzi;Francesca;IT33456430827;Lawyer;620485
Cadorna;Rosaria;IT44129550701;Lawyer;620488
Galeati;Nadia;IT50921800350;Lawyer;620491
Ceravolo;Rossana;IT82031210568;Lawyer;620494
Toscanini;Domenico;IT20541000269;Lawyer;620497
Tiepolo;Galasso;IT95989520390;Lawyer;620500
Bersani;Graziella;IT29456570711;Lawyer;620503
Onio;Baccio;IT77648030284;Lawyer;620506
Filogamo;Alessandro;IT63800840215;Lawyer;620509
Manolesso;Roberto;IT19812280329;Lawyer;620512
Iadanza;Gastone;IT56152770782;Lawyer;620515
Deledda;Paride;IT34318100129;Lawyer;620518
Ceschi;Flavia;IT39683380446;Lawyer;620521
Montalti;Rita;IT47142140798;Lawyer;620524
Zampa;Ippazio;IT81957310956;Lawyer;620527
Zoppetto;Raffaella;IT99734730155;Lawyer;620530
Nitto;Federica;IT16137590143;Lawyer;620533
Turati;Pasqual;IT84852758881;Lawyer;620536
Muti;Licia;IT97135220735;Lawyer;620539
Treves;Teresa;IT17130630860;Lawyer;620542
Rismondo;Piersanti;IT47305020340;Lawyer;620545
Roccabonella;Amadeo;IT30946600944;Lawyer;620548
Almagià;Camillo;IT17446770897;Lawyer;620551
Longhena;Giacobbe;IT46884400113;Lawyer;620554
Gadda;Virgilio;IT80947660108;Lawyer;620557
Boaga;Flavia;IT48796300449;Lawyer;620560
Soprano;Elisa;IT02903270698;Lawyer;620563
Fagotto;Nicoletta;IT66787420414;Lawyer;620566
Modiano;Antonino;IT87262790261;Lawyer;620569
Pavone;Gionata;IT01518260722;Lawyer;620572
Cugia;Camilla;IT12358280431;Lawyer;620575
Ligorio;Pierangelo;IT36716610484;Lawyer;620578
Gentileschi;Alfio;IT67768320227;Lawyer;620581
Zecchini;Ezio;IT83508710890;Lawyer;620584
Lussu;Giorgio;IT43025400532;Lawyer;620587
Argenti;Gaspare;IT57289430654;Lawyer;620590
Orlando;Adelasia;IT75794950057;Lawyer;620593
Luna;Nico;IT74866190445;Lawyer;620596
Camicione;Giacinto;IT07489940432;Lawyer;620599
Respighi;Marisa;IT79180140489;Lawyer;620602
Capone;Giancarlo;IT01235570783;Lawyer;620605
Pace;Romeo;IT01976220994;Lawyer;620608
Palumbo;Valentina;IT71609120390;Lawyer;620611
Pareto;Valerio;IT99071640751;Lawyer;620614
Monteverdi;Valerio;IT08486560736;Lawyer;620617
Bignardi;Torquato;IT98278230788;Lawyer;620620
Gori;Tonia;IT14298560518;Lawyer;620623
Angeli;Maria;IT21795830138;Lawyer;620626
Manunta;Etta;IT40898660069;Lawyer;620629
Vasari;Paulina;IT34133470038;Lawyer;620632
Ruggieri;Orlando;IT46825550604;Lawyer;620635
Rismondo;Iolanda;IT28553080269;Lawyer;620638
Romagnoli;Gioacchino;IT14879971001;Lawyer;620641
Bramante;Martino;IT05016870668;Lawyer;620644
Mondadori;Gino;IT18211430733;Lawyer;620647
Bajamonti;Benvenuto;IT38566170973;Lawyer;620650
Bresciani;Sebastiano;IT22304140290;Lawyer;620653
Argento;Oreste;IT47203760740;Lawyer;620656
Navone;Pier;IT18533790350;Lawyer;620659
Draghi;Piersanti;IT68317438882;Lawyer;620662
Tognazzi;Marisa;IT00235470911;Lawyer;620665
Argenti;Rosa;IT49329560996;Lawyer;620668
Pasolini;Elvira;IT55707260075;Lawyer;620671
Alonzi;Cesare;IT29970630272;Lawyer;620674
Babbo;Antonello;IT65390390824;Lawyer;620677
Garobbio;Toni;IT22764010033;Lawyer;620680
Mocenigo;Alphons;IT20299940815;Lawyer;620683
Pennetta;Serena;IT29561140061;Lawyer;620686
Jacuzzi;Cirillo;IT28081270986;Lawyer;620689
Traetta;Margherita;IT24445410699;Lawyer;620692
Interiano;Dino;IT58706450499;Lawyer;620695
Bulzoni;Liliana;IT80142700667;Lawyer;620698
Visconti;Ezio;IT46340510091;Lawyer;620701
Cafarchia;Giosuè;IT75926210529;Lawyer;620704
Grassi;Coriolano;IT30640020969;Lawyer;620707
Ceschi;Fabrizio;IT92645320547;Lawyer;620710
Chiaramonte;Stella;IT52361460430;Lawyer;620713
Valier;Franco;IT45119770274;Lawyer;620716
Togliatti;Nedda;IT60016620274;Lawyer;620719
Maglio;Alessio;IT07774210095;Lawyer;620722
Casalodi;Luigi;IT55316410665;Lawyer;620725
Dalla;Ludovico;IT16525650319;Lawyer;620728
Puglisi;Massimiliano;IT41411570462;Lawyer;620731
Soderini;Nedda;IT83247210061;Lawyer;620734
Tassoni;Giorgio;IT82005160138;Lawyer;620737
Ferrara;Tonia;IT46002260720;Lawyer;620740
Petrassi;Roberto;IT60365660327;Lawyer;620743
Lippomano;Lina;IT63487250134;Lawyer;620746
Novaro;Patrizia;IT02761990593;Lawyer;620749
Cerutti;Alina;IT95351120100;Lawyer;620752
Alfonsi;Jolanda;IT14944680470;Lawyer;620755
Brunello;Ciro;IT02419590597;Lawyer;620758
Cagnin;Simone;IT02108970084;Lawyer;620761
Sobrero;Durante;IT23076230624;Lawyer;620764
Ceschi;Piergiorgio;IT23540280122;Lawyer;620767
Mimun;Luciana;IT65789950956;Lawyer;620770
Pagliaro;Francesco;IT69721860984;Lawyer;620773
Rastelli;Alessandro;IT46710780134;Lawyer;620776
Borromeo;Camillo;IT36555320864;Lawyer;620779
Mozart;Giovanni;IT97642240796;Lawyer;620782
Malipiero;Gianpietro;IT06961640833;Lawyer;620785
Gangemi;Santino;IT18844230583;Lawyer;620788
Turchi;Vito;IT93325890015;Lawyer;620791
Naccari;Coriolano;IT63055650525;Lawyer;620794
Luciani;Camilla;IT83956400838;Lawyer;620797
Rensi;Fulvio;IT16012340135;Lawyer;620800
Gioberti;Alfredo;IT25021380321;Lawyer;620803
Virgilio;Maria;IT76136120557;Lawyer;620806
Forza;Irma;IT93390590672;Lawyer;620809
Sandi;Carla;IT65495070909;Lawyer;620812
Forza;Tullio;IT37836940611;Lawyer;620815
Cremonesi;Bartolomeo;IT32761990921;Lawyer;620818
Niscoromni;Federigo;IT74752750922;Lawyer;620821
Rensi;Flavio;IT64616750986;Lawyer;620824
Cagnin;Alessio;IT48820100963;Lawyer;620827
Peranda;Carmelo;IT54313200047;Lawyer;620830
Petrassi;Fedele;IT49598300702;Lawyer;620833
Sollima;Santino;IT48443820302;Lawyer;620836
Manzoni;Milena;IT38548010685;Lawyer;620839
Martucci;Mattia;IT89489100118;Lawyer;620842
Fo;Renata;IT73014210659;Lawyer;620845
Antonacci;Michelangelo;IT95104180807;Lawyer;620848
Cagnin;Martina;IT53588048883;Lawyer;620851
Gabba;Olga;IT10342430682;Lawyer;620854
Leblanc;Lucio;IT36801860234;Lawyer;620857
Pausini;Agostino;IT87644130665;Lawyer;620860
Montanari;Flavio;IT72053910237;Lawyer;620863
Briccialdi;Flavio;IT80047050747;Lawyer;620866
Cremonesi;Ubaldo;IT39442380513;Lawyer;620869
Nordio;Adelasia;IT33248910813;Lawyer;620872
Santi;Gustavo;IT74351480855;Lawyer;620875
Gianinazzi;Baccio;IT58778130110;Lawyer;620878
Manolesso;Sergius;IT90519880109;Lawyer;620881
Barozzi;Valentina;IT59328160367;Lawyer;620884
Galtarossa;Romina;IT72917400193;Lawyer;620887
Tiepolo;Ricciotti;IT69634200161;Lawyer;620890
Turrini;Donatella;IT58718160029;Lawyer;620893
Iannucci;Tiziana;IT50376060211;Lawyer;620896
Bernetti;Jolanda;IT09790660436;Lawyer;620899
Pirandello;Vanessa;IT72232380765;Lawyer;620902
Finetti;Laureano;IT60541020743;Lawyer;620905
Pavarotti;Amleto;IT07285810136;Lawyer;620908
Cimini;Torquato;IT48255840794;Lawyer;620911
Bova;Milo;IT77572630372;Lawyer;620914
Casagrande;Aldo;IT03067090948;Lawyer;620917
Abatantuono;Gianluca;IT13538040588;Lawyer;620920
Borzomì;Silvio;IT95929120806;Lawyer;620923
Naccari;Simonetta;IT63197700105;Lawyer;620926
Gori;Fiamma;IT52536610174;Lawyer;620929
Scarlatti;Achille;IT14071590294;Lawyer;620932
Gucci;Gianluca;IT78193540594;Lawyer;620935
Sorrentino;Mario;IT37016120786;Lawyer;620938
Castelli;Luchino;IT16869910709;Lawyer;620941
Dallapé;Diana;IT55064040425;Lawyer;620944
Camuccini;Fredo;IT74371361002;Lawyer;620947
Cantimori;Panfilo;IT85541710977;Lawyer;620950
Cimarosa;Flora;IT73410460809;Lawyer;620953
Zaguri;Amleto;IT29071490147;Lawyer;620956
