last_name;first_name;full_name;:LABEL;:ID
Verri;Pierluigi;Pierluigi Verri;Customer;225410
Pratesi;Rossana;Rossana Pratesi;Customer;225415
Trebbi;Tonino;Tonino Trebbi;Customer;225420
Muratori;Dina;Dina Muratori;Customer;225425
Boito;Eva;Eva Boito;Customer;225430
Monteverdi;Tina;Tina Monteverdi;Customer;225435
Ortolani;Augusto;Augusto Ortolani;Customer;225440
Totino;Franco;Franco Totino;Customer;225445
Bertoli;Simone;Simone Bertoli;Customer;225450
Montalti;Rocco;Rocco Montalti;Customer;225455
Verri;Amico;Amico Verri;Customer;225460
Mazzeo;Sole;Sole Mazzeo;Customer;225465
Antelami;Stefano;Stefano Antelami;Customer;225470
Andreozzi;Antonella;Antonella Andreozzi;Customer;225475
Bompiani;Romolo;Romolo Bompiani;Customer;225480
Bramante;Giacinto;Giacinto Bramante;Customer;225485
Balla;Gianfrancesco;Gianfrancesco Balla;Customer;225490
Ceravolo;Massimiliano;Massimiliano Ceravolo;Customer;225495
Argan;Ivan;Ivan Argan;Customer;225500
Zaguri;Arnaldo;Arnaldo Zaguri;Customer;225505
Impastato;Rossana;Rossana Impastato;Customer;225510
Onisto;Salvi;Salvi Onisto;Customer;225515
Pedersoli;Vincenzo;Vincenzo Pedersoli;Customer;225520
Cabibbo;Ronaldo;Ronaldo Cabibbo;Customer;225525
Pezzali;Rembrandt;Rembrandt Pezzali;Customer;225530
Argento;Angelo;Angelo Argento;Customer;225535
Gabbana;Enzio;Enzio Gabbana;Customer;225540
Vecellio;Patrizio;Patrizio Vecellio;Customer;225545
Cuomo;Sophia;Sophia Cuomo;Customer;225550
Vidoni;Bruno;Bruno Vidoni;Customer;225555
Tencalla;Nicolò;Nicolò Tencalla;Customer;225560
Agostinelli;Valeria;Valeria Agostinelli;Customer;225565
Bernini;Elladio;Elladio Bernini;Customer;225570
Legnante;Ignazio;Ignazio Legnante;Customer;225575
Ariasso;Piergiorgio;Piergiorgio Ariasso;Customer;225580
Offredi;Eliana;Eliana Offredi;Customer;225585
Bergoglio;Ermenegildo;Ermenegildo Bergoglio;Customer;225590
Barozzi;Vittoria;Vittoria Barozzi;Customer;225595
Briccialdi;Matilda;Matilda Briccialdi;Customer;225600
Manolesso;Donna;Donna Manolesso;Customer;225605
Vidoni;Ubaldo;Ubaldo Vidoni;Customer;225610
Vergerio;Tina;Tina Vergerio;Customer;225615
Gaito;Clelia;Clelia Gaito;Customer;225620
Savorgnan;Patrizia;Patrizia Savorgnan;Customer;225625
Gilardoni;Donatella;Donatella Gilardoni;Customer;225630
Cimarosa;Greco;Greco Cimarosa;Customer;225635
Argento;Martino;Martino Argento;Customer;225640
Trotta;Sandro;Sandro Trotta;Customer;225645
Spallanzani;Ludovica;Ludovica Spallanzani;Customer;225650
Zamorani;Saverio;Saverio Zamorani;Customer;225655
Cesarotti;Fulvio;Fulvio Cesarotti;Customer;225660
Cendron;Adele;Adele Cendron;Customer;225665
Zarlino;Luigi;Luigi Zarlino;Customer;225670
Greco;Arnulfo;Arnulfo Greco;Customer;225675
Callegari;Roberto;Roberto Callegari;Customer;225680
Bertolucci;Valerio;Valerio Bertolucci;Customer;225685
Granatelli;Vito;Vito Granatelli;Customer;225690
Galtarossa;Daniele;Daniele Galtarossa;Customer;225695
Sgalambro;Sonia;Sonia Sgalambro;Customer;225700
Antonetti;Enzio;Enzio Antonetti;Customer;225705
Malipiero;Federica;Federica Malipiero;Customer;225710
Cagnotto;Fabrizia;Fabrizia Cagnotto;Customer;225715
Lippomano;Biagio;Biagio Lippomano;Customer;225720
Lombardi;Laureano;Laureano Lombardi;Customer;225725
Nicolucci;Venancio;Venancio Nicolucci;Customer;225730
Giacometti;Serena;Serena Giacometti;Customer;225735
Goldoni;Paolo;Paolo Goldoni;Customer;225740
Gozzano;Rodolfo;Rodolfo Gozzano;Customer;225745
Mimun;Liana;Liana Mimun;Customer;225750
Piccio;Lucrezia;Lucrezia Piccio;Customer;225755
Longhena;Gastone;Gastone Longhena;Customer;225760
Botta;Isabella;Isabella Botta;Customer;225765
Garozzo;Carlo;Carlo Garozzo;Customer;225770
Franceschi;Fabio;Fabio Franceschi;Customer;225775
Badoer;Antonino;Antonino Badoer;Customer;225780
Visintini;Lucia;Lucia Visintini;Customer;225785
Iacovelli;Laureano;Laureano Iacovelli;Customer;225790
Anastasi;Eugenia;Eugenia Anastasi;Customer;225795
Branciforte;Gianluca;Gianluca Branciforte;Customer;225800
Trapanese;Torquato;Torquato Trapanese;Customer;225805
Luciani;Graziano;Graziano Luciani;Customer;225810
Zacco;Donatella;Donatella Zacco;Customer;225815
Petrassi;Fortunata;Fortunata Petrassi;Customer;225820
Torricelli;Antonina;Antonina Torricelli;Customer;225825
Serlupi;Carmelo;Carmelo Serlupi;Customer;225830
Callegaro;Graziella;Graziella Callegaro;Customer;225835
Vigliotti;Piermaria;Piermaria Vigliotti;Customer;225840
Giammusso;Mariana;Mariana Giammusso;Customer;225845
Zabarella;Osvaldo;Osvaldo Zabarella;Customer;225850
Salandra;Annalisa;Annalisa Salandra;Customer;225855
Trevisan;Vincentio;Vincentio Trevisan;Customer;225860
Mazzi;Nino;Nino Mazzi;Customer;225865
Nordio;Jolanda;Jolanda Nordio;Customer;225870
Piacentini;Ennio;Ennio Piacentini;Customer;225875
Santi;Zaira;Zaira Santi;Customer;225880
Gemito;Rodolfo;Rodolfo Gemito;Customer;225885
Chindamo;Fortunata;Fortunata Chindamo;Customer;225890
Passalacqua;Ettore;Ettore Passalacqua;Customer;225895
Parri;Serafina;Serafina Parri;Customer;225900
Altera;Graziella;Graziella Altera;Customer;225905
Redi;Mercedes;Mercedes Redi;Customer;225910
Valmarana;Nico;Nico Valmarana;Customer;225915
Cuomo;Angelina;Angelina Cuomo;Customer;225920
Varano;Ansaldo;Ansaldo Varano;Customer;225925
Ovadia;Romeo;Romeo Ovadia;Customer;225930
Sauli;Elena;Elena Sauli;Customer;225935
Paolucci;Paoletta;Paoletta Paolucci;Customer;225940
Mazzi;Uberto;Uberto Mazzi;Customer;225945
Traversa;Greco;Greco Traversa;Customer;225950
Satriani;Tiziana;Tiziana Satriani;Customer;225955
Alfonsi;Greca;Greca Alfonsi;Customer;225960
Bottaro;Coriolano;Coriolano Bottaro;Customer;225965
Mimun;Atenulf;Atenulf Mimun;Customer;225970
Turrini;Guglielmo;Guglielmo Turrini;Customer;225975
Ciampi;Luisa;Luisa Ciampi;Customer;225980
Antonioni;Antonio;Antonio Antonioni;Customer;225985
Staglieno;Atenulf;Atenulf Staglieno;Customer;225990
Vanvitelli;Telemaco;Telemaco Vanvitelli;Customer;225995
Fabbri;Massimo;Massimo Fabbri;Customer;226000
Porzio;Franco;Franco Porzio;Customer;226005
Sabatini;Sergius;Sergius Sabatini;Customer;226010
Liverotti;Nina;Nina Liverotti;Customer;226015
Fieramosca;Uberto;Uberto Fieramosca;Customer;226020
Siffredi;Puccio;Puccio Siffredi;Customer;226025
Bevilacqua;Ubaldo;Ubaldo Bevilacqua;Customer;226030
Gaito;Giada;Giada Gaito;Customer;226035
Emanuelli;Caterina;Caterina Emanuelli;Customer;226040
Battaglia;Roman;Roman Battaglia;Customer;226045
Leopardi;Lazzaro;Lazzaro Leopardi;Customer;226050
Borromeo;Piergiorgio;Piergiorgio Borromeo;Customer;226055
Finotto;Fabio;Fabio Finotto;Customer;226060
Morabito;Adele;Adele Morabito;Customer;226065
Chigi;Girolamo;Girolamo Chigi;Customer;226070
Martinelli;Ottavio;Ottavio Martinelli;Customer;226075
Vigliotti;Piero;Piero Vigliotti;Customer;226080
Giusti;Clelia;Clelia Giusti;Customer;226085
Squarcione;Fedele;Fedele Squarcione;Customer;226090
Sordi;Livio;Livio Sordi;Customer;226095
Borsiere;Piergiuseppe;Piergiuseppe Borsiere;Customer;226100
Castellitto;Sylvia;Sylvia Castellitto;Customer;226105
Piacentini;Donato;Donato Piacentini;Customer;226110
Broschi;Elisa;Elisa Broschi;Customer;226115
Borromini;Carla;Carla Borromini;Customer;226120
Pignatti;Romana;Romana Pignatti;Customer;226125
Spinelli;Ernesto;Ernesto Spinelli;Customer;226130
Iadanza;Ettore;Ettore Iadanza;Customer;226135
Chindamo;Alessio;Alessio Chindamo;Customer;226140
Taliani;Simonetta;Simonetta Taliani;Customer;226145
Silvestri;Rosalia;Rosalia Silvestri;Customer;226150
Pulci;Donato;Donato Pulci;Customer;226155
Cortese;Giovanni;Giovanni Cortese;Customer;226160
Nosiglia;Ruggiero;Ruggiero Nosiglia;Customer;226165
Savorgnan;Natalia;Natalia Savorgnan;Customer;226170
Gregori;Daria;Daria Gregori;Customer;226175
Sordi;Elvira;Elvira Sordi;Customer;226180
Spinola;Valerio;Valerio Spinola;Customer;226185
Romiti;Gioacchino;Gioacchino Romiti;Customer;226190
Guglielmi;Venancio;Venancio Guglielmi;Customer;226195
Bertolucci;Giuseppina;Giuseppina Bertolucci;Customer;226200
Cossiga;Geronimo;Geronimo Cossiga;Customer;226205
Majewski;Gemma;Gemma Majewski;Customer;226210
Majorana;Concetta;Concetta Majorana;Customer;226215
Cilibrasi;Fabrizio;Fabrizio Cilibrasi;Customer;226220
Crispi;Sandra;Sandra Crispi;Customer;226225
Vattimo;Simone;Simone Vattimo;Customer;226230
Bottigliero;Temistocle;Temistocle Bottigliero;Customer;226235
Gussoni;Elisa;Elisa Gussoni;Customer;226240
Mazzanti;Michele;Michele Mazzanti;Customer;226245
Pedersoli;Melania;Melania Pedersoli;Customer;226250
Longhena;Napoleone;Napoleone Longhena;Customer;226255
Nicoletti;Guido;Guido Nicoletti;Customer;226260
Innocenti;Alfio;Alfio Innocenti;Customer;226265
Puccini;Aria;Aria Puccini;Customer;226270
Fantini;Tatiana;Tatiana Fantini;Customer;226275
Nonis;Milo;Milo Nonis;Customer;226280
Notarbartolo;Tonino;Tonino Notarbartolo;Customer;226285
Maderno;Licia;Licia Maderno;Customer;226290
Comisso;Alderano;Alderano Comisso;Customer;226295
Udinesi;Gianfrancesco;Gianfrancesco Udinesi;Customer;226300
Iadanza;Alderano;Alderano Iadanza;Customer;226305
Rossi;Matilda;Matilda Rossi;Customer;226310
Tagliafierro;Ennio;Ennio Tagliafierro;Customer;226315
Treves;Renzo;Renzo Treves;Customer;226320
Luxardo;Renzo;Renzo Luxardo;Customer;226325
Castiglione;Gelsomina;Gelsomina Castiglione;Customer;226330
Morandi;Gustavo;Gustavo Morandi;Customer;226335
Mattarella;Pina;Pina Mattarella;Customer;226340
Savorgnan;Berenice;Berenice Savorgnan;Customer;226345
Maspero;Pierluigi;Pierluigi Maspero;Customer;226350
Sraffa;Donatello;Donatello Sraffa;Customer;226355
Catalano;Gino;Gino Catalano;Customer;226360
Pederiva;Carmelo;Carmelo Pederiva;Customer;226365
Fattori;Martino;Martino Fattori;Customer;226370
Deledda;Antonina;Antonina Deledda;Customer;226375
Gotti;Eraldo;Eraldo Gotti;Customer;226380
Poerio;Aria;Aria Poerio;Customer;226385
Cerutti;Vito;Vito Cerutti;Customer;226390
Baracca;Patrizia;Patrizia Baracca;Customer;226395
Ferrante;Lina;Lina Ferrante;Customer;226400
Querini;Ansaldo;Ansaldo Querini;Customer;226405
Casale;Marisa;Marisa Casale;Customer;226410
Barcaccia;Rembrandt;Rembrandt Barcaccia;Customer;226415
Caboto;Gioele;Gioele Caboto;Customer;226420
Berengario;Benvenuto;Benvenuto Berengario;Customer;226425
Saragat;Susanna;Susanna Saragat;Customer;226430
Zanichelli;Lidia;Lidia Zanichelli;Customer;226435
Rubbia;Ernesto;Ernesto Rubbia;Customer;226440
Zetticci;Camillo;Camillo Zetticci;Customer;226445
Dibiasi;Nanni;Nanni Dibiasi;Customer;226450
Gremese;Valerio;Valerio Gremese;Customer;226455
Mezzetta;Aurora;Aurora Mezzetta;Customer;226460
Interminelli;Tiziano;Tiziano Interminelli;Customer;226465
Scarfoglio;Silvio;Silvio Scarfoglio;Customer;226470
Faggiani;Carolina;Carolina Faggiani;Customer;226475
Gianvecchio;Chiara;Chiara Gianvecchio;Customer;226480
Pavarotti;Antonina;Antonina Pavarotti;Customer;226485
Branciforte;Eva;Eva Branciforte;Customer;226490
Travia;Natalia;Natalia Travia;Customer;226495
Comolli;Arnaldo;Arnaldo Comolli;Customer;226500
Lanfranchi;Giancarlo;Giancarlo Lanfranchi;Customer;226505
Mocenigo;Alderano;Alderano Mocenigo;Customer;226510
Gadda;Goffredo;Goffredo Gadda;Customer;226515
Navone;Marcello;Marcello Navone;Customer;226520
Guidotti;Enrico;Enrico Guidotti;Customer;226525
Salvo;Giulietta;Giulietta Salvo;Customer;226530
Ricci;Piero;Piero Ricci;Customer;226535
Dallara;Galasso;Galasso Dallara;Customer;226540
Galuppi;Virgilio;Virgilio Galuppi;Customer;226545
Soprano;Enzio;Enzio Soprano;Customer;226550
Maglio;Daniele;Daniele Maglio;Customer;226555
Papafava;Carmelo;Carmelo Papafava;Customer;226560
Fusani;Sergius;Sergius Fusani;Customer;226565
Ammaniti;Gastone;Gastone Ammaniti;Customer;226570
Chiesa;Raffaellino;Raffaellino Chiesa;Customer;226575
Celentano;Loretta;Loretta Celentano;Customer;226580
Nolcini;Marcantonio;Marcantonio Nolcini;Customer;226585
Onio;Gioacchino;Gioacchino Onio;Customer;226590
Muratori;Fabrizio;Fabrizio Muratori;Customer;226595
Bajamonti;Sole;Sole Bajamonti;Customer;226600
Farinelli;Olga;Olga Farinelli;Customer;226605
Iadanza;Alessandra;Alessandra Iadanza;Customer;226610
Speri;Jolanda;Jolanda Speri;Customer;226615
Galvani;Giuseppina;Giuseppina Galvani;Customer;226620
Barozzi;Annamaria;Annamaria Barozzi;Customer;226625
Palumbo;Benedetto;Benedetto Palumbo;Customer;226630
Raimondi;Ermenegildo;Ermenegildo Raimondi;Customer;226635
Mercadante;Lidia;Lidia Mercadante;Customer;226640
Bonino;Puccio;Puccio Bonino;Customer;226645
Trevisan;Romina;Romina Trevisan;Customer;226650
Martucci;Adelmo;Adelmo Martucci;Customer;226655
Cusano;Luigina;Luigina Cusano;Customer;226660
Barozzi;Greco;Greco Barozzi;Customer;226665
Gagliano;Luisa;Luisa Gagliano;Customer;226670
Bosurgi;Giosuè;Giosuè Bosurgi;Customer;226675
Saragat;Ludovica;Ludovica Saragat;Customer;226680
Schicchi;Evangelista;Evangelista Schicchi;Customer;226685
Calvo;Federico;Federico Calvo;Customer;226690
Bova;Gioachino;Gioachino Bova;Customer;226695
Costalonga;Baldassare;Baldassare Costalonga;Customer;226700
Zanichelli;Ninetta;Ninetta Zanichelli;Customer;226705
Strangio;Ranieri;Ranieri Strangio;Customer;226710
Battisti;Sabatino;Sabatino Battisti;Customer;226715
Fracci;Lara;Lara Fracci;Customer;226720
Vendetti;Massimiliano;Massimiliano Vendetti;Customer;226725
Ceravolo;Fernanda;Fernanda Ceravolo;Customer;226730
Mantegazza;Ricciotti;Ricciotti Mantegazza;Customer;226735
Navone;Fernanda;Fernanda Navone;Customer;226740
Zecchini;Stefani;Stefani Zecchini;Customer;226745
Ricci;Dario;Dario Ricci;Customer;226750
Regge;Flavia;Flavia Regge;Customer;226755
Paltrinieri;Agnolo;Agnolo Paltrinieri;Customer;226760
Borroni;Giacomo;Giacomo Borroni;Customer;226765
Onio;Coluccio;Coluccio Onio;Customer;226770
Argan;Rosina;Rosina Argan;Customer;226775
Serraglio;Luigina;Luigina Serraglio;Customer;226780
Gussoni;Giovanni;Giovanni Gussoni;Customer;226785
Mercantini;Pasquale;Pasquale Mercantini;Customer;226790
Spallanzani;Alphons;Alphons Spallanzani;Customer;226795
Toscani;Alfredo;Alfredo Toscani;Customer;226800
Rinaldi;Elmo;Elmo Rinaldi;Customer;226805
Bandello;Adamo;Adamo Bandello;Customer;226810
Majewski;Virgilio;Virgilio Majewski;Customer;226815
Letta;Giampaolo;Giampaolo Letta;Customer;226820
Tartini;Domenico;Domenico Tartini;Customer;226825
Taliercio;Claudia;Claudia Taliercio;Customer;226830
Boezio;Gianfrancesco;Gianfrancesco Boezio;Customer;226835
Bellocchio;Rodolfo;Rodolfo Bellocchio;Customer;226840
Sgarbi;Ignazio;Ignazio Sgarbi;Customer;226845
Mimun;Daniele;Daniele Mimun;Customer;226850
Barzini;Donatella;Donatella Barzini;Customer;226855
Guidotti;Maria;Maria Guidotti;Customer;226860
Petrocelli;Gaspare;Gaspare Petrocelli;Customer;226865
Pasolini;Allegra;Allegra Pasolini;Customer;226870
Comencini;Giuliano;Giuliano Comencini;Customer;226875
Sauli;Armando;Armando Sauli;Customer;226880
Corbo;Michele;Michele Corbo;Customer;226885
Catalano;Amanda;Amanda Catalano;Customer;226890
Peruzzi;Silvestro;Silvestro Peruzzi;Customer;226895
Trotta;Ignazio;Ignazio Trotta;Customer;226900
Mannoia;Tatiana;Tatiana Mannoia;Customer;226905
Morandi;Licia;Licia Morandi;Customer;226910
Puglisi;Damiano;Damiano Puglisi;Customer;226915
Monti;Costanzo;Costanzo Monti;Customer;226920
Silvestri;Sonia;Sonia Silvestri;Customer;226925
Foa;Alessia;Alessia Foa;Customer;226930
Gonzaga;Martino;Martino Gonzaga;Customer;226935
Bettoni;Ettore;Ettore Bettoni;Customer;226940
Zaccardo;Eliana;Eliana Zaccardo;Customer;226945
Chechi;Pierangelo;Pierangelo Chechi;Customer;226950
Leone;Eraldo;Eraldo Leone;Customer;226955
Gemito;Dario;Dario Gemito;Customer;226960
Anguillara;Luisa;Luisa Anguillara;Customer;226965
Polani;Isabella;Isabella Polani;Customer;226970
Sgalambro;Manuel;Manuel Sgalambro;Customer;226975
Prati;Sante;Sante Prati;Customer;226980
Ostinelli;Gianpietro;Gianpietro Ostinelli;Customer;226985
Mercadante;Stefania;Stefania Mercadante;Customer;226990
Zeffirelli;Ernesto;Ernesto Zeffirelli;Customer;226995
Bova;Mariano;Mariano Bova;Customer;227000
Gregori;Coluccio;Coluccio Gregori;Customer;227005
Adinolfi;Vito;Vito Adinolfi;Customer;227010
Loredan;Ranieri;Ranieri Loredan;Customer;227015
Tomei;Romana;Romana Tomei;Customer;227020
Salandra;Ermenegildo;Ermenegildo Salandra;Customer;227025
Borromeo;Elisa;Elisa Borromeo;Customer;227030
Ungaretti;Liberto;Liberto Ungaretti;Customer;227035
Fantoni;Milena;Milena Fantoni;Customer;227040
Sabatini;Manuel;Manuel Sabatini;Customer;227045
Verdi;Roberto;Roberto Verdi;Customer;227050
Acerbi;Donatello;Donatello Acerbi;Customer;227055
Sismondi;Pellegrino;Pellegrino Sismondi;Customer;227060
Peruzzi;Gastone;Gastone Peruzzi;Customer;227065
Sinisi;Angelina;Angelina Sinisi;Customer;227070
Sgalambro;Galasso;Galasso Sgalambro;Customer;227075
Fogazzaro;Laura;Laura Fogazzaro;Customer;227080
Gaggini;Annetta;Annetta Gaggini;Customer;227085
Sokolov;Coluccio;Coluccio Sokolov;Customer;227090
Balbi;Bruno;Bruno Balbi;Customer;227095
Proietti;Sole;Sole Proietti;Customer;227100
Goldoni;Camilla;Camilla Goldoni;Customer;227105
Piovani;Fabrizia;Fabrizia Piovani;Customer;227110
Rizzo;Antonina;Antonina Rizzo;Customer;227115
Cignaroli;Nadia;Nadia Cignaroli;Customer;227120
Tiepolo;Giada;Giada Tiepolo;Customer;227125
Maglio;Matilda;Matilda Maglio;Customer;227130
Sagnelli;Antonina;Antonina Sagnelli;Customer;227135
Andreotti;Antonia;Antonia Andreotti;Customer;227140
Benedetti;Licia;Licia Benedetti;Customer;227145
Gilardoni;Tiziana;Tiziana Gilardoni;Customer;227150
Armani;Benedetto;Benedetto Armani;Customer;227155
Mazzeo;Renzo;Renzo Mazzeo;Customer;227160
Cagnotto;Caterina;Caterina Cagnotto;Customer;227165
Tognazzi;Cipriano;Cipriano Tognazzi;Customer;227170
Fermi;Ezio;Ezio Fermi;Customer;227175
