last_name;first_name;IVA;:LABEL;:ID
Chiesa;Durante;IT12974990124;Lawyer;1523393
Cugia;Severino;IT03656820937;Lawyer;1523396
Salvo;Victoria;IT73008160639;Lawyer;1523399
Bernetti;Susanna;IT69685530094;Lawyer;1523402
Tamburello;Nino;IT32466170290;Lawyer;1523405
Gucci;Ruggero;IT19115830051;Lawyer;1523408
Pareto;Biagio;IT39391391008;Lawyer;1523411
Iacovelli;Maria;IT42433620657;Lawyer;1523414
Calvo;Rembrandt;IT62735560252;Lawyer;1523417
Callegaro;Dino;IT33703380957;Lawyer;1523420
Pignatti;Fernanda;IT79982340022;Lawyer;1523423
Gori;Matteo;IT80060700723;Lawyer;1523426
Tommaseo;Natalia;IT62766920789;Lawyer;1523429
Grassi;Calcedonio;IT21332050117;Lawyer;1523432
Florio;Dino;IT63021280332;Lawyer;1523435
Ruggeri;Piergiuseppe;IT83412110260;Lawyer;1523438
Orlando;Ezio;IT22367320599;Lawyer;1523441
Venturi;Evangelista;IT51942490387;Lawyer;1523444
Giusti;Valentina;IT70344250801;Lawyer;1523447
Caetani;Alphons;IT46337610169;Lawyer;1523450
Ortese;Luciano;IT55772330399;Lawyer;1523453
Vidoni;Dante;IT66191800573;Lawyer;1523456
Avogadro;Imelda;IT16021330374;Lawyer;1523459
Ponti;Guglielmo;IT20561710920;Lawyer;1523462
Ravaglioli;Annalisa;IT37256200983;Lawyer;1523465
Vivaldi;Greco;IT47409278885;Lawyer;1523468
Garozzo;Giuliano;IT15061900187;Lawyer;1523471
Verri;Loredana;IT34934190058;Lawyer;1523474
Cuomo;Giuseppe;IT39508260054;Lawyer;1523477
Parini;Raffaellino;IT75826840169;Lawyer;1523480
Perini;Martina;IT76006500763;Lawyer;1523483
Crespi;Serena;IT96609790918;Lawyer;1523486
Bajardi;Sergius;IT21741731208;Lawyer;1523489
Vezzali;Giovanni;IT94079400464;Lawyer;1523492
Dellucci;Marcella;IT06022550617;Lawyer;1523495
Comolli;Amanda;IT81761840123;Lawyer;1523498
Argenti;Gioele;IT28067840356;Lawyer;1523501
Prodi;Vanessa;IT91529401209;Lawyer;1523504
Bartoli;Paolo;IT43095960472;Lawyer;1523507
Accardo;Silvestro;IT75302690385;Lawyer;1523510
Einaudi;Annetta;IT01102560131;Lawyer;1523513
Cadorna;Alphons;IT88484710236;Lawyer;1523516
Beccheria;Zaira;IT28826510969;Lawyer;1523519
Ostinelli;Pierina;IT21484930926;Lawyer;1523522
Aldobrandi;Osvaldo;IT96229370091;Lawyer;1523525
Garzoni;Bettina;IT06847550974;Lawyer;1523528
Aloisio;Maurilio;IT34459110523;Lawyer;1523531
Cainero;Virginia;IT26869420781;Lawyer;1523534
Endrizzi;Mattia;IT20843810332;Lawyer;1523537
Zamorani;Ennio;IT43006030480;Lawyer;1523540
Tartaglia;Dino;IT03482800152;Lawyer;1523543
Dibiasi;Greca;IT32188580024;Lawyer;1523546
Manunta;Pasqual;IT30713810221;Lawyer;1523549
Barillaro;Lucrezia;IT27205518882;Lawyer;1523552
Cerquiglini;Eugenia;IT06244060601;Lawyer;1523555
Anichini;Augusto;IT05922610026;Lawyer;1523558
Turati;Ezio;IT24310730866;Lawyer;1523561
Beccaria;Maria;IT74506290407;Lawyer;1523564
Vianello;Ruggero;IT53095980404;Lawyer;1523567
Mazzeo;Marcantonio;IT60763700469;Lawyer;1523570
Pedrazzini;Ludovico;IT72383600011;Lawyer;1523573
Cheda;Calogero;IT97702030400;Lawyer;1523576
Fracci;Pasquale;IT04216400228;Lawyer;1523579
Panicucci;Gioffre;IT29294160808;Lawyer;1523582
Bragadin;Giampaolo;IT52176990191;Lawyer;1523585
Maderna;Michelotto;IT39633660442;Lawyer;1523588
Ferragamo;Allegra;IT03658070085;Lawyer;1523591
Rubbia;Antonino;IT50706660946;Lawyer;1523594
Piacentini;Roberta;IT45325570393;Lawyer;1523597
Rapisardi;Luigina;IT47017760456;Lawyer;1523600
Mercadante;Franco;IT41906760024;Lawyer;1523603
Barozzi;Carolina;IT25284360226;Lawyer;1523606
Dibiasi;Claudia;IT29318370326;Lawyer;1523609
Galuppi;Romeo;IT57664380557;Lawyer;1523612
Bertolucci;Ciro;IT37302100492;Lawyer;1523615
Venditti;Piergiorgio;IT98617110808;Lawyer;1523618
Majewski;Emilio;IT39205770876;Lawyer;1523621
Golgi;Ciro;IT45369520031;Lawyer;1523624
Comolli;Federica;IT97790290080;Lawyer;1523627
Rismondo;Piergiuseppe;IT26289830064;Lawyer;1523630
Benigni;Maura;IT59089480525;Lawyer;1523633
Ostinelli;Fiorenzo;IT71031270425;Lawyer;1523636
Fattori;Gino;IT88946560732;Lawyer;1523639
Bossi;Bettina;IT67400860234;Lawyer;1523642
Sobrero;Tatiana;IT26435840165;Lawyer;1523645
Zoppetti;Romana;IT31703970538;Lawyer;1523648
Necci;Gaspare;IT78960910749;Lawyer;1523651
Cafarchia;Gabriele;IT16372420485;Lawyer;1523654
Respighi;Fiorenzo;IT02271210383;Lawyer;1523657
Baggio;Nicola;IT27037080788;Lawyer;1523660
Gucci;Gianpaolo;IT11501910647;Lawyer;1523663
Longhena;Romolo;IT11880130338;Lawyer;1523666
Giradello;Ronaldo;IT17350160127;Lawyer;1523669
Leonetti;Maria;IT65774880754;Lawyer;1523672
Sabatini;Luca;IT56597090440;Lawyer;1523675
Giannelli;Adriano;IT10108700658;Lawyer;1523678
Montanelli;Giampiero;IT94329640265;Lawyer;1523681
Boitani;Martino;IT23789810365;Lawyer;1523684
Ammaniti;Costantino;IT81044960664;Lawyer;1523687
Norbiato;Eliana;IT45376330267;Lawyer;1523690
Schiavone;Martina;IT97387070135;Lawyer;1523693
Argan;Ivo;IT50251810441;Lawyer;1523696
Caironi;Piermaria;IT28482470359;Lawyer;1523699
Medici;Romeo;IT73683570474;Lawyer;1523702
Bocca;Tiziano;IT99903050815;Lawyer;1523705
Salvo;Mattia;IT93159980379;Lawyer;1523708
Bova;Biagio;IT37487260111;Lawyer;1523711
Peruzzi;Antonia;IT61861010868;Lawyer;1523714
Gaggini;Alberto;IT53373610541;Lawyer;1523717
Blasi;Rembrandt;IT46457210667;Lawyer;1523720
Vattimo;Giuseppe;IT43417580198;Lawyer;1523723
Fabrizi;Pomponio;IT94084750317;Lawyer;1523726
Morgagni;Ubaldo;IT60654490394;Lawyer;1523729
Tomasetti;Gianfrancesco;IT91598470689;Lawyer;1523732
Botta;Corrado;IT44890370545;Lawyer;1523735
Fiorucci;Antonio;IT67176520525;Lawyer;1523738
Callegari;Eleanora;IT19306840760;Lawyer;1523741
Morgagni;Adamo;IT18678370075;Lawyer;1523744
Cabibbo;Silvia;IT97775940568;Lawyer;1523747
Bragaglia;Ramona;IT91007000374;Lawyer;1523750
Ginesio;Stefani;IT13895800293;Lawyer;1523753
Scarpa;Girolamo;IT60389180831;Lawyer;1523756
Zola;Imelda;IT62947440129;Lawyer;1523759
Romagnoli;Ernesto;IT35023080100;Lawyer;1523762
Foletti;Sabatino;IT34489510163;Lawyer;1523765
Pavarotti;Pasqual;IT81870210226;Lawyer;1523768
Magrassi;Baldassare;IT41362730479;Lawyer;1523771
Ferretti;Calcedonio;IT98605490535;Lawyer;1523774
Juvara;Vincenzo;IT63600180085;Lawyer;1523777
Tassoni;Gabriella;IT09250540284;Lawyer;1523780
Lovato;Gianpaolo;IT93597950034;Lawyer;1523783
Paolini;Greca;IT68373920781;Lawyer;1523786
Monteverdi;Napoleone;IT61709510590;Lawyer;1523789
Ajello;Massimo;IT41490140708;Lawyer;1523792
Morpurgo;Marcello;IT01431620820;Lawyer;1523795
Abba;Vanessa;IT88012580226;Lawyer;1523798
Cavalcanti;Lucrezia;IT52436030564;Lawyer;1523801
Lopresti;Pietro;IT77556360350;Lawyer;1523804
Vigliotti;Sandra;IT43325800936;Lawyer;1523807
Coardi;Giorgio;IT84986790438;Lawyer;1523810
Petrassi;Ugo;IT36655180176;Lawyer;1523813
Fittipaldi;Adelasia;IT28964970504;Lawyer;1523816
Parisi;Giustino;IT38457690592;Lawyer;1523819
Nicolini;Domenico;IT55845810252;Lawyer;1523822
Renault;Ippazio;IT67057880170;Lawyer;1523825
Verdone;Calogero;IT40557920473;Lawyer;1523828
Cuzzocrea;Gianpaolo;IT98926030317;Lawyer;1523831
Giorgetti;Geronimo;IT56000670036;Lawyer;1523834
Basso;Angelina;IT86688160067;Lawyer;1523837
Bellini;Arnulfo;IT67634360035;Lawyer;1523840
Opizzi;Giampaolo;IT94462231211;Lawyer;1523843
Paolucci;Alfio;IT29034330620;Lawyer;1523846
Visconti;Rosalia;IT60083720882;Lawyer;1523849
Iadanza;Ermenegildo;IT09230130065;Lawyer;1523852
Pirandello;Paloma;IT19290650241;Lawyer;1523855
Foa;Orlando;IT63266260874;Lawyer;1523858
Orlando;Virgilio;IT35218220818;Lawyer;1523861
Panicucci;Gilberto;IT58539380467;Lawyer;1523864
Taliercio;Ottavio;IT01066780360;Lawyer;1523867
Veltroni;Alina;IT34538210245;Lawyer;1523870
Borgia;Mattia;IT56664550177;Lawyer;1523873
Musatti;Domenico;IT54875060888;Lawyer;1523876
Cicilia;Leopoldo;IT56351750304;Lawyer;1523879
Ziani;Paride;IT70279400843;Lawyer;1523882
Vasari;Ivan;IT58490390620;Lawyer;1523885
Catalano;Gianluca;IT19156300899;Lawyer;1523888
Cainero;Angelo;IT52462970683;Lawyer;1523891
Calvo;Raffaello;IT83016900363;Lawyer;1523894
Finzi;Sophia;IT41366560112;Lawyer;1523897
Leoncavallo;Dolores;IT11535280165;Lawyer;1523900
Rubbia;Raffaella;IT92129550494;Lawyer;1523903
Santoro;Azeglio;IT99492400371;Lawyer;1523906
Mazzini;Goffredo;IT88354290228;Lawyer;1523909
Morabito;Eliana;IT71574420858;Lawyer;1523912
Gozzi;Adriano;IT45800300787;Lawyer;1523915
Sagnelli;Cesare;IT81356960617;Lawyer;1523918
Poerio;Tonino;IT60360550564;Lawyer;1523921
Marzorati;Irma;IT90948580460;Lawyer;1523924
Casalodi;Marissa;IT27904400168;Lawyer;1523927
Scarfoglio;Giada;IT50962930272;Lawyer;1523930
Pepe;Orlando;IT21075050639;Lawyer;1523933
Emo;Franco;IT84022250520;Lawyer;1523936
Trupiano;Griselda;IT03792840757;Lawyer;1523939
Agazzi;Ruggiero;IT96509470678;Lawyer;1523942
Gregori;Antonio;IT27482809996;Lawyer;1523945
Franzese;Luigina;IT14996260973;Lawyer;1523948
Cuzzocrea;Gionata;IT22533530543;Lawyer;1523951
Pagliaro;Ugolino;IT87813850283;Lawyer;1523954
Visconti;Amadeo;IT59347510105;Lawyer;1523957
Mortati;Valerio;IT90162220959;Lawyer;1523960
Amato;Cesare;IT55805030503;Lawyer;1523963
Lucarelli;Ignazio;IT72848970827;Lawyer;1523966
Nitti;Morena;IT91028040607;Lawyer;1523969
Modugno;Liberto;IT77068600038;Lawyer;1523972
Mercadante;Claudio;IT22082220603;Lawyer;1523975
Castellitto;Luigina;IT04638020919;Lawyer;1523978
Fischetti;Lorenzo;IT26014310374;Lawyer;1523981
Bossi;Sophia;IT29445970444;Lawyer;1523984
Zampa;Arturo;IT31120160473;Lawyer;1523987
Tamburi;Alfredo;IT58897500680;Lawyer;1523990
Pasolini;Pietro;IT15075908887;Lawyer;1523993
Morgagni;Isabella;IT35784790913;Lawyer;1523996
Catenazzi;Michelangelo;IT49846440292;Lawyer;1523999
Gatto;Beatrice;IT29760330067;Lawyer;1524002
Cuomo;Sophia;IT28737830175;Lawyer;1524005
Lanfranchi;Raffaello;IT77102610761;Lawyer;1524008
Faggiani;Geronimo;IT04940470224;Lawyer;1524011
Antonello;Carlo;IT63027550712;Lawyer;1524014
Agazzi;Francesca;IT68543800095;Lawyer;1524017
Modugno;Giancarlo;IT53904010039;Lawyer;1524020
Ferrari;Donatello;IT86522620995;Lawyer;1524023
Sabbatini;Geronimo;IT79871370189;Lawyer;1524026
Columbo;Ermanno;IT49074220341;Lawyer;1524029
Sismondi;Patrizia;IT24783800790;Lawyer;1524032
Quasimodo;Mercedes;IT00576840649;Lawyer;1524035
Curatoli;Elmo;IT15954270607;Lawyer;1524038
Alboni;Amanda;IT08229470417;Lawyer;1524041
Gioberti;Marta;IT04789090547;Lawyer;1524044
Frescobaldi;Caterina;IT19868910308;Lawyer;1524047
Bixio;Antonino;IT53891920901;Lawyer;1524050
Turati;Mario;IT49814561202;Lawyer;1524053
Filippini;Bianca;IT44912610928;Lawyer;1524056
Bertoni;Eugenia;IT93450310888;Lawyer;1524059
Catenazzi;Stefani;IT76654890334;Lawyer;1524062
Surian;Renzo;IT01022880965;Lawyer;1524065
Tommaseo;Stefania;IT04562690448;Lawyer;1524068
Veltroni;Sole;IT34908019994;Lawyer;1524071
Monteverdi;Maria;IT30095020647;Lawyer;1524074
Vivaldi;Eliana;IT10443260079;Lawyer;1524077
Tencalla;Saverio;IT42827690316;Lawyer;1524080
Argentero;Puccio;IT69730090730;Lawyer;1524083
Silvestri;Evangelista;IT81241090695;Lawyer;1524086
Vattimo;Cassandra;IT68810630589;Lawyer;1524089
Bandello;Enzo;IT30122550103;Lawyer;1524092
Amato;Gianluca;IT72704060903;Lawyer;1524095
Galiazzo;Ippazio;IT75112580719;Lawyer;1524098
Strangio;Annetta;IT00233590173;Lawyer;1524101
Civaschi;Aldo;IT34550310139;Lawyer;1524104
Littizzetto;Romina;IT56927229999;Lawyer;1524107
Tasca;Mauro;IT30003840276;Lawyer;1524110
Fagotto;Agostino;IT29189370330;Lawyer;1524113
Montalti;Dante;IT98581090796;Lawyer;1524116
Vittadello;Carolina;IT20278600257;Lawyer;1524119
Modugno;Lazzaro;IT96752430114;Lawyer;1524122
Mattarella;Zaira;IT62601200744;Lawyer;1524125
Pergolesi;Allegra;IT79308080898;Lawyer;1524128
Pirelli;Mattia;IT21250560774;Lawyer;1524131
Alonzi;Gian;IT48247000580;Lawyer;1524134
Bellò;Alderano;IT90210790201;Lawyer;1524137
Sauli;Luigi;IT22504000393;Lawyer;1524140
Pennetta;Amleto;IT62555441005;Lawyer;1524143
Castioni;Vincenza;IT34299901008;Lawyer;1524146
Scandone;Massimo;IT22942980859;Lawyer;1524149
Pagnotto;Bruno;IT43491590683;Lawyer;1524152
Sagnelli;Laura;IT41690290220;Lawyer;1524155
Mercadante;Ricciotti;IT70789810077;Lawyer;1524158
Balotelli;Nico;IT10981210791;Lawyer;1524161
Antonacci;Uberto;IT31944050033;Lawyer;1524164
Baglioni;Ida;IT35493980292;Lawyer;1524167
Farinelli;Enrico;IT11141650918;Lawyer;1524170
Trapani;Nanni;IT41659890952;Lawyer;1524173
Necci;Napoleone;IT74056020584;Lawyer;1524176
Branciforte;Sandro;IT40796670087;Lawyer;1524179
Fusani;Jacopo;IT21468460874;Lawyer;1524182
Fattori;Torquato;IT24020200069;Lawyer;1524185
Rienzo;Susanna;IT45219280950;Lawyer;1524188
Lanfranchi;Leonardo;IT90104200713;Lawyer;1524191
Galtarossa;Nino;IT91188280258;Lawyer;1524194
Ferrazzi;Bettina;IT70388680954;Lawyer;1524197
Marinetti;Luca;IT89186720838;Lawyer;1524200
Toscanini;Antonello;IT00462750027;Lawyer;1524203
Interiano;Fernanda;IT65353260162;Lawyer;1524206
Manzoni;Rocco;IT92234950365;Lawyer;1524209
Bonaventura;Severino;IT25784290931;Lawyer;1524212
Pisani;Sandro;IT43881200075;Lawyer;1524215
Trapani;Gabriele;IT16261160663;Lawyer;1524218
Abatantuono;Fiamma;IT59084100672;Lawyer;1524221
Zecchini;Gianfranco;IT94037640623;Lawyer;1524224
Cociarelli;Dina;IT38402970719;Lawyer;1524227
Cilea;Alina;IT21324150099;Lawyer;1524230
Cendron;Angelo;IT14514550715;Lawyer;1524233
Bondumier;Paoletta;IT21831060161;Lawyer;1524236
Gigli;Romana;IT73568960964;Lawyer;1524239
Durante;Martino;IT39803140738;Lawyer;1524242
Morucci;Ludovica;IT35755960917;Lawyer;1524245
Panzera;Isabella;IT70679390263;Lawyer;1524248
Boccioni;Liberto;IT00873500599;Lawyer;1524251
Canova;Giulio;IT76624830683;Lawyer;1524254
Monicelli;Claudio;IT04206190557;Lawyer;1524257
Panicucci;Evangelista;IT93492800268;Lawyer;1524260
Biagi;Vittorio;IT22217360605;Lawyer;1524263
Luzi;Gioachino;IT75090490493;Lawyer;1524266
Cuzzocrea;Lazzaro;IT02730080880;Lawyer;1524269
Tornatore;Ansaldo;IT14628470255;Lawyer;1524272
Tirabassi;Durante;IT97022510842;Lawyer;1524275
Valentino;Coriolano;IT59949900092;Lawyer;1524278
Zoppetto;Massimo;IT59419690090;Lawyer;1524281
Zetticci;Sandro;IT47459330727;Lawyer;1524284
Cicala;Luigi;IT34027510972;Lawyer;1524287
Bottaro;Gioacchino;IT64767000736;Lawyer;1524290
Ubaldi;Stella;IT91623300323;Lawyer;1524293
Petralli;Ermes;IT40564190508;Lawyer;1524296
Luzi;Paulina;IT46653500473;Lawyer;1524299
Farnese;Gioele;IT16996770638;Lawyer;1524302
Giolitti;Ansaldo;IT59013210477;Lawyer;1524305
Piacentini;Maria;IT00516700903;Lawyer;1524308
Torricelli;Alfredo;IT03710560230;Lawyer;1524311
Ziani;Carlo;IT54191180469;Lawyer;1524314
Boccioni;Annunziata;IT76708860630;Lawyer;1524317
Scotto;Filippo;IT03363090220;Lawyer;1524320
Saragat;Lando;IT72428460827;Lawyer;1524323
Bonolis;Dina;IT35248820603;Lawyer;1524326
Gagliardi;Isabella;IT20830910244;Lawyer;1524329
Monduzzi;Ansaldo;IT21327590606;Lawyer;1524332
Terragni;Bernardo;IT23863760031;Lawyer;1524335
Sokolov;Dino;IT55322640792;Lawyer;1524338
Turrini;Giulia;IT56071340113;Lawyer;1524341
Galtarossa;Margherita;IT20771380225;Lawyer;1524344
Leopardi;Giorgio;IT00358560936;Lawyer;1524347
Cutrufo;Ivo;IT89957210878;Lawyer;1524350
Mimun;Nicolò;IT33438720394;Lawyer;1524353
Casarin;Camilla;IT97139540831;Lawyer;1524356
Ginese;Azeglio;IT44227280706;Lawyer;1524359
Giovine;Sylvia;IT69938550543;Lawyer;1524362
Falier;Amleto;IT44120770209;Lawyer;1524365
Rubbia;Dionigi;IT71825700470;Lawyer;1524368
Bandello;Corrado;IT41890500311;Lawyer;1524371
Pelli;Goffredo;IT21363500451;Lawyer;1524374
Vespucci;Simone;IT94099770052;Lawyer;1524377
Pagnotto;Edoardo;IT31199300380;Lawyer;1524380
Vianello;Fernanda;IT19474210846;Lawyer;1524383
Trapani;Lodovico;IT49039530420;Lawyer;1524386
Sollima;Calcedonio;IT49268810444;Lawyer;1524389
Molesini;Orazio;IT58092420833;Lawyer;1524392
Pietrangeli;Francesco;IT51859650627;Lawyer;1524395
Pelli;Ludovica;IT76219940343;Lawyer;1524398
Sgalambro;Maria;IT64927520847;Lawyer;1524401
Cavanna;Dina;IT78240910741;Lawyer;1524404
Tornatore;Diana;IT62093390268;Lawyer;1524407
Morabito;Azeglio;IT19868090887;Lawyer;1524410
Cossiga;Michele;IT77670170404;Lawyer;1524413
Vergerio;Adriano;IT30339110204;Lawyer;1524416
Vattimo;Camillo;IT64253300590;Lawyer;1524419
Bonino;Santino;IT30961000400;Lawyer;1524422
Rapisardi;Clelia;IT24684470958;Lawyer;1524425
Sorrentino;Alderano;IT83627420777;Lawyer;1524428
Turati;Chiara;IT36264230404;Lawyer;1524431
Vidoni;Claudia;IT46247658886;Lawyer;1524434
Gianinazzi;Goffredo;IT44793320241;Lawyer;1524437
Aporti;Fedele;IT55651850897;Lawyer;1524440
Conti;Romina;IT99837280421;Lawyer;1524443
Verdone;Letizia;IT01624030472;Lawyer;1524446
Camilleri;Giovanni;IT31072960177;Lawyer;1524449
Zanzi;Arsenio;IT85851429994;Lawyer;1524452
Mercantini;Jacopo;IT87081060334;Lawyer;1524455
Tonisto;Gianpaolo;IT84621860539;Lawyer;1524458
Gulotta;Mattia;IT24474520178;Lawyer;1524461
Burcardo;Alina;IT76551230451;Lawyer;1524464
Pertile;Mariana;IT77269450639;Lawyer;1524467
Pisaroni;Annalisa;IT28447790578;Lawyer;1524470
Giannotti;Ivan;IT00397980053;Lawyer;1524473
Schiaparelli;Lamberto;IT21499630024;Lawyer;1524476
Aulenti;Marcella;IT73318740260;Lawyer;1524479
Napolitano;Antonello;IT37431130519;Lawyer;1524482
Bompiani;Matilda;IT96247300104;Lawyer;1524485
Leone;Natalia;IT60746060601;Lawyer;1524488
Pirandello;Adelasia;IT09004690732;Lawyer;1524491
Castelli;Ugo;IT94971980290;Lawyer;1524494
Fanucci;Irma;IT72062510028;Lawyer;1524497
Ariosto;Puccio;IT14444290986;Lawyer;1524500
Flaiano;Temistocle;IT79332350671;Lawyer;1524503
Liguori;Enzio;IT99110620848;Lawyer;1524506
Bellucci;Benedetto;IT02934830544;Lawyer;1524509
Barcella;Pierangelo;IT84445850153;Lawyer;1524512
Chindamo;Emilio;IT05167360105;Lawyer;1524515
Cheda;Rembrandt;IT47583000196;Lawyer;1524518
Gentileschi;Giovanna;IT56484440138;Lawyer;1524521
Modigliani;Martina;IT89003580977;Lawyer;1524524
Nonis;Lolita;IT40578390888;Lawyer;1524527
Broschi;Paola;IT56676970876;Lawyer;1524530
Tamburi;Pier;IT51274190977;Lawyer;1524533
Bignami;Gloria;IT63860180734;Lawyer;1524536
Fiorucci;Emilio;IT94776630876;Lawyer;1524539
Bompiani;Annalisa;IT76262950033;Lawyer;1524542
Bombieri;Teresa;IT20107891218;Lawyer;1524545
Ariosto;Gabriele;IT42594590426;Lawyer;1524548
Bettin;Ermenegildo;IT59172530244;Lawyer;1524551
Mengolo;Allegra;IT54990030097;Lawyer;1524554
Brancaccio;Camilla;IT04245140894;Lawyer;1524557
Iannelli;Flavia;IT42714430859;Lawyer;1524560
Bernardi;Adriano;IT18213490685;Lawyer;1524563
Vismara;Baccio;IT41722898883;Lawyer;1524566
Ferraris;Liberto;IT34285230305;Lawyer;1524569
Finotto;Vincenza;IT22695790547;Lawyer;1524572
Trapanese;Emilio;IT33125930116;Lawyer;1524575
Alfonsi;Lamberto;IT17940020781;Lawyer;1524578
Gargallo;Rosario;IT75659581211;Lawyer;1524581
Montesano;Antonio;IT84649150012;Lawyer;1524584
Antonucci;Berenice;IT51631140731;Lawyer;1524587
Sommaruga;Marcello;IT43575980651;Lawyer;1524590
Cainero;Carmelo;IT47598260983;Lawyer;1524593
Babbo;Puccio;IT53222780172;Lawyer;1524596
Emo;Irma;IT40567330556;Lawyer;1524599
Verdone;Francesco;IT44793190263;Lawyer;1524602
Trapanese;Gabriele;IT98609560432;Lawyer;1524605
Capone;Luca;IT52442660933;Lawyer;1524608
Scotto;Azeglio;IT09420930795;Lawyer;1524611
Russo;Adriano;IT48717700776;Lawyer;1524614
Casarin;Erika;IT61099050736;Lawyer;1524617
Galtarossa;Nicolò;IT88723459991;Lawyer;1524620
Russo;Maurizio;IT59655030886;Lawyer;1524623
Lattuada;Ansaldo;IT84856610856;Lawyer;1524626
Saracino;Roman;IT47202280385;Lawyer;1524629
Donarelli;Pomponio;IT50684890655;Lawyer;1524632
Giannetti;Martino;IT69238860709;Lawyer;1524635
Andreozzi;Alessia;IT33240250028;Lawyer;1524638
Villarosa;Cesare;IT82545840249;Lawyer;1524641
Montanelli;Pierpaolo;IT25768860527;Lawyer;1524644
Gianetti;Vanessa;IT82494640384;Lawyer;1524647
Missoni;Gaetano;IT89959240550;Lawyer;1524650
Fagotto;Etta;IT25136870943;Lawyer;1524653
Calarco;Morena;IT41756470963;Lawyer;1524656
Olivetti;Fortunata;IT39578910307;Lawyer;1524659
Zola;Sebastiano;IT77863840383;Lawyer;1524662
Zetticci;Salvi;IT42477300315;Lawyer;1524665
Bassi;Luca;IT54127770086;Lawyer;1524668
Bellocchio;Erika;IT48522520401;Lawyer;1524671
Zanazzo;Gionata;IT27611910335;Lawyer;1524674
Barozzi;Lodovico;IT57393660469;Lawyer;1524677
Ramazzotti;Fernanda;IT78186050080;Lawyer;1524680
Golino;Pomponio;IT07438130929;Lawyer;1524683
Guglielmi;Alberico;IT19420520637;Lawyer;1524686
Tognazzi;Ettore;IT87760070976;Lawyer;1524689
Tirabassi;Ciro;IT60941650818;Lawyer;1524692
Pergolesi;Vincenzo;IT93235650954;Lawyer;1524695
Garozzo;Patrizio;IT14602590755;Lawyer;1524698
Piazzi;Roman;IT75635670658;Lawyer;1524701
Cundari;Mauro;IT17716900810;Lawyer;1524704
Contarini;Goffredo;IT19948840467;Lawyer;1524707
Romano;Toni;IT32127870940;Lawyer;1524710
Bodoni;Flavio;IT40301190639;Lawyer;1524713
Lucarelli;Graziano;IT07847180051;Lawyer;1524716
Giolitti;Giacinto;IT13212860293;Lawyer;1524719
Giovine;Costanzo;IT44115200733;Lawyer;1524722
Lupo;Gianpietro;IT31689750094;Lawyer;1524725
Andreozzi;Fortunata;IT37578350243;Lawyer;1524728
Loredan;Gionata;IT64545530707;Lawyer;1524731
Pergolesi;Mariana;IT58828450526;Lawyer;1524734
Bembo;Atenulf;IT72462391003;Lawyer;1524737
